"entity_id","sport_code","sport_desc","sport_particip_code","sport_participation_desc","start_dt","stop_dt"
42,"RSFC","Cal Fencing Club","P","Participated",NULL,NULL
50,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
50,"MARU","Rugby - Men","P","Participated",NULL,NULL
50,"MAFL","Football - Men","P","Participated",NULL,NULL
50,"MATL","Track & Field - Men","P","Participated",NULL,NULL
58,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
58,"MABB","Basketball - Men","P","Participated",NULL,NULL
80,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
80,"WATN","Tennis - Women","P","Participated",NULL,NULL
92,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
92,"MABO","Boxing - Men","P","Participated",NULL,NULL
92,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
93,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
93,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
93,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
113,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
113,"MARU","Rugby - Men","P","Participated",NULL,NULL
135,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
147,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
147,"MARU","Rugby - Men","P","Participated",NULL,NULL
197,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
197,"MATN","Tennis - Men","P","Participated",NULL,NULL
260,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
260,"MASO","Soccer - Men","P","Participated",NULL,NULL
268,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
268,"MABO","Boxing - Men","P","Participated",NULL,NULL
268,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
288,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
288,"MAFL","Football - Men","P","Participated",NULL,NULL
293,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
293,"MAFL","Football - Men","P","Participated",NULL,NULL
315,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
315,"MAFL","Football - Men","P","Participated",NULL,NULL
315,"MABB","Basketball - Men","P","Participated",NULL,NULL
315,"MATL","Track & Field - Men","P","Participated",NULL,NULL
340,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
340,"MABO","Boxing - Men","P","Participated",NULL,NULL
340,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
344,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
344,"MATN","Tennis - Men","P","Participated",NULL,NULL
347,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
347,"MATL","Track & Field - Men","P","Participated",NULL,NULL
370,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
370,"MABB","Basketball - Men","P","Participated",NULL,NULL
393,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
393,"MABS","Baseball - Men","P","Participated",NULL,NULL
396,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
415,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
415,"MARU","Rugby - Men","P","Participated",NULL,NULL
417,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
417,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
430,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
430,"MABS","Baseball - Men","P","Participated",NULL,NULL
459,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
459,"MACC","Crew - Men","P","Participated",NULL,NULL
469,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
469,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
480,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
480,"MACC","Crew - Men","P","Participated",NULL,NULL
550,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
550,"MABO","Boxing - Men","P","Participated",NULL,NULL
553,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
553,"MAFL","Football - Men","P","Participated",NULL,NULL
553,"MATL","Track & Field - Men","P","Participated",NULL,NULL
556,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
556,"MAFL","Football - Men","P","Participated",NULL,NULL
573,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
573,"MATN","Tennis - Men","P","Participated",NULL,NULL
576,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
576,"MACC","Crew - Men","P","Participated",NULL,NULL
603,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
603,"MARU","Rugby - Men","P","Participated",NULL,NULL
603,"MAFL","Football - Men","P","Participated",NULL,NULL
607,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
620,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
620,"MASO","Soccer - Men","P","Participated",NULL,NULL
632,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
632,"MACC","Crew - Men","P","Participated",NULL,NULL
645,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
645,"MABB","Basketball - Men","P","Participated",NULL,NULL
649,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
649,"MAFL","Football - Men","P","Participated",NULL,NULL
678,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
678,"MAGY","Gymnastics - Men","P","Participated",NULL,NULL
682,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
682,"MABS","Baseball - Men","P","Participated",NULL,NULL
720,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
720,"MATL","Track & Field - Men","P","Participated",NULL,NULL
748,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
748,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
748,"MARU","Rugby - Men","P","Participated",NULL,NULL
754,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
754,"MATL","Track & Field - Men","P","Participated",NULL,NULL
769,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
769,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
769,"MATN","Tennis - Men","P","Participated",NULL,NULL
773,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
773,"MACC","Crew - Men","P","Participated",NULL,NULL
775,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
775,"MATN","Tennis - Men","P","Participated",NULL,NULL
805,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
805,"MASO","Soccer - Men","P","Participated",NULL,NULL
812,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
812,"MAFL","Football - Men","P","Participated",NULL,NULL
869,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
897,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
897,"MARU","Rugby - Men","P","Participated",NULL,NULL
897,"MAFL","Football - Men","P","Participated",NULL,NULL
930,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
930,"MACC","Crew - Men","P","Participated",NULL,NULL
946,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
946,"MARU","Rugby - Men","P","Participated",NULL,NULL
1023,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1023,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1026,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1026,"MACC","Crew - Men","P","Participated",NULL,NULL
1031,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1031,"MACC","Crew - Men","P","Participated",NULL,NULL
1073,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1073,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1078,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1078,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
1078,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
1085,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1085,"MARU","Rugby - Men","P","Participated",NULL,NULL
1085,"MAFL","Football - Men","P","Participated",NULL,NULL
1087,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1087,"MACC","Crew - Men","P","Participated",NULL,NULL
1101,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1101,"MACC","Crew - Men","P","Participated",NULL,NULL
1102,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1102,"MACC","Crew - Men","P","Participated",NULL,NULL
1138,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1138,"MARU","Rugby - Men","P","Participated",NULL,NULL
1151,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1151,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1159,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1159,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1180,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1180,"MACC","Crew - Men","P","Participated",NULL,NULL
1184,"MACC","Crew - Men","P","Participated",NULL,NULL
1184,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1254,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1254,"MARU","Rugby - Men","P","Participated",NULL,NULL
1254,"MAFL","Football - Men","P","Participated",NULL,NULL
1271,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
1271,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
1271,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1278,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1278,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1278,"MAFL","Football - Men","P","Participated",NULL,NULL
1302,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1302,"MACC","Crew - Men","P","Participated",NULL,NULL
1327,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1327,"MACC","Crew - Men","P","Participated",NULL,NULL
1367,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1367,"MARU","Rugby - Men","P","Participated",NULL,NULL
1374,"MACC","Crew - Men","P","Participated",NULL,NULL
1374,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1376,"MATN","Tennis - Men","P","Participated",NULL,NULL
1376,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1392,"MAFL","Football - Men","P","Participated",NULL,NULL
1392,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1393,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1393,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1401,"RSIS","Intramural Sports Manager","P","Participated",NULL,NULL
1427,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1427,"MAFL","Football - Men","P","Participated",NULL,NULL
1429,"MABB","Basketball - Men","P","Participated",NULL,NULL
1429,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1469,"MACC","Crew - Men","P","Participated",NULL,NULL
1469,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1471,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1471,"MACC","Crew - Men","P","Participated",NULL,NULL
1495,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1495,"MABB","Basketball - Men","P","Participated",NULL,NULL
1507,"WATN","Tennis - Women","P","Participated",NULL,NULL
1507,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1512,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1512,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1512,"MAFL","Football - Men","P","Participated",NULL,NULL
1513,"MAFL","Football - Men","P","Participated",NULL,NULL
1513,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1515,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1515,"MABS","Baseball - Men","P","Participated",NULL,NULL
1522,"MAFL","Football - Men","P","Participated",NULL,NULL
1522,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1560,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1560,"MARU","Rugby - Men","P","Participated",NULL,NULL
1560,"MAFL","Football - Men","P","Participated",NULL,NULL
1571,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1571,"MAFL","Football - Men","P","Participated",NULL,NULL
1575,"MAFL","Football - Men","P","Participated",NULL,NULL
1575,"MARU","Rugby - Men","P","Participated",NULL,NULL
1575,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1581,"MAFL","Football - Men","P","Participated",NULL,NULL
1581,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1583,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1583,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
1583,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1600,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
1600,"MAGO","Golf - Men","P","Participated",NULL,NULL
1600,"MABS","Baseball - Men","P","Participated",NULL,NULL
1600,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1698,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1698,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
1698,"MATN","Tennis - Men","P","Participated",NULL,NULL
1706,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1706,"WATN","Tennis - Women","P","Participated",NULL,NULL
1719,"WATN","Tennis - Women","P","Participated",NULL,NULL
1719,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1728,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1728,"MAFL","Football - Men","P","Participated",NULL,NULL
1729,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1729,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1742,"MAFL","Football - Men","P","Participated",NULL,NULL
1742,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1743,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1743,"MAFL","Football - Men","P","Participated",NULL,NULL
1749,"MATN","Tennis - Men","P","Participated",NULL,NULL
1749,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1760,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1760,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1760,"MABB","Basketball - Men","P","Participated",NULL,NULL
1766,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1766,"WATN","Tennis - Women","P","Participated",NULL,NULL
1779,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1779,"MACC","Crew - Men","P","Participated",NULL,NULL
1784,"MATN","Tennis - Men","P","Participated",NULL,NULL
1784,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1794,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
1814,"MAFL","Football - Men","P","Participated",NULL,NULL
1814,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1814,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1844,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1844,"MAFL","Football - Men","P","Participated",NULL,NULL
1859,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1859,"MARU","Rugby - Men","P","Participated",NULL,NULL
1860,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1860,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1866,"MAFL","Football - Men","P","Participated",NULL,NULL
1866,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1874,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1874,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
1874,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
1901,"MABB","Basketball - Men","P","Participated",NULL,NULL
1901,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1917,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1917,"MACC","Crew - Men","P","Participated",NULL,NULL
1920,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1920,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1920,"MAFL","Football - Men","P","Participated",NULL,NULL
1922,"MACC","Crew - Men","P","Participated",NULL,NULL
1922,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1926,"MATL","Track & Field - Men","P","Participated",NULL,NULL
1926,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1932,"MARU","Rugby - Men","P","Participated",NULL,NULL
1932,"MAGY","Gymnastics - Men","P","Participated",NULL,NULL
1932,"MAFL","Football - Men","P","Participated",NULL,NULL
1932,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1953,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1953,"MAFL","Football - Men","P","Participated",NULL,NULL
1955,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
1955,"MAFL","Football - Men","P","Participated",NULL,NULL
1971,"MARU","Rugby - Men","P","Participated",NULL,NULL
1971,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2025,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2025,"MABS","Baseball - Men","P","Participated",NULL,NULL
2030,"RSSQ","Cal Squash Club","P","Participated",NULL,NULL
2030,"RSHB","Cal Handball Club","P","Participated",NULL,NULL
2037,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2037,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2037,"MACC","Crew - Men","P","Participated",NULL,NULL
2043,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2043,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2043,"MAFL","Football - Men","P","Participated",NULL,NULL
2059,"MACC","Crew - Men","P","Participated",NULL,NULL
2059,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2087,"MAFL","Football - Men","P","Participated",NULL,"1951-01-01 00:00:00"
2087,"ICA","Intercollegiate Athlete","P","Participated",NULL,"1951-01-01 00:00:00"
2098,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2098,"MAFL","Football - Men","P","Participated",NULL,NULL
2122,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2122,"MACC","Crew - Men","P","Participated",NULL,NULL
2128,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2128,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
2135,"MACC","Crew - Men","P","Participated",NULL,NULL
2135,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2176,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2176,"MAFL","Football - Men","P","Participated",NULL,NULL
2183,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2183,"MACC","Crew - Men","P","Participated",NULL,NULL
2205,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2205,"MAFL","Football - Men","P","Participated",NULL,NULL
2212,"MACC","Crew - Men","P","Participated",NULL,NULL
2212,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2221,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2221,"MACC","Crew - Men","P","Participated",NULL,NULL
2234,"MATN","Tennis - Men","P","Participated",NULL,NULL
2234,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2235,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
2245,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2245,"MAFL","Football - Men","P","Participated",NULL,NULL
2245,"MARU","Rugby - Men","P","Participated",NULL,NULL
2277,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2277,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2299,"MACC","Crew - Men","P","Participated",NULL,NULL
2299,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2310,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2310,"MACC","Crew - Men","P","Participated",NULL,NULL
2357,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2357,"MAFL","Football - Men","P","Participated",NULL,NULL
2376,"MABB","Basketball - Men","P","Participated",NULL,NULL
2376,"MATN","Tennis - Men","P","Participated",NULL,NULL
2376,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2379,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2379,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
2387,"MARU","Rugby - Men","P","Participated",NULL,NULL
2387,"MAFL","Football - Men","P","Participated",NULL,NULL
2387,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2390,"WATN","Tennis - Women","P","Participated",NULL,NULL
2390,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2391,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2391,"MARU","Rugby - Men","P","Participated",NULL,NULL
2391,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2394,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
2394,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
2398,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2398,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2399,"MACC","Crew - Men","P","Participated",NULL,NULL
2399,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2402,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2402,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2415,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2415,"WATN","Tennis - Women","P","Participated",NULL,NULL
2416,"MAFL","Football - Men","P","Participated",NULL,NULL
2416,"MABS","Baseball - Men","P","Participated",NULL,NULL
2416,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2449,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2449,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2501,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2501,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2536,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2536,"MACC","Crew - Men","P","Participated",NULL,NULL
2552,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2552,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2588,"MARU","Rugby - Men","P","Participated",NULL,NULL
2588,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2594,"MABB","Basketball - Men","P","Participated",NULL,NULL
2594,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2602,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2602,"MABB","Basketball - Men","P","Participated",NULL,NULL
2614,"MAGO","Golf - Men","P","Participated",NULL,NULL
2614,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2617,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2617,"MACC","Crew - Men","P","Participated",NULL,NULL
2617,"MABS","Baseball - Men","P","Participated",NULL,NULL
2665,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2665,"MAFL","Football - Men","P","Participated",NULL,NULL
2689,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2689,"MACC","Crew - Men","P","Participated",NULL,NULL
2693,"RSCS","Cal Ski Team","P","Participated",NULL,NULL
2711,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2711,"MAFL","Football - Men","P","Participated",NULL,NULL
2728,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2728,"WAFH","Field Hockey - Women","P","Participated",NULL,NULL
2728,"WATN","Tennis - Women","P","Participated",NULL,NULL
2734,"MABS","Baseball - Men","P","Participated",NULL,NULL
2734,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2739,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
2753,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2753,"MACC","Crew - Men","P","Participated",NULL,NULL
2763,"MACC","Crew - Men","P","Participated",NULL,NULL
2763,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2767,"MACC","Crew - Men","P","Participated",NULL,NULL
2767,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2768,"MATN","Tennis - Men","P","Participated",NULL,NULL
2768,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2769,"MACC","Crew - Men","P","Participated",NULL,NULL
2769,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2803,"MARU","Rugby - Men","P","Participated",NULL,NULL
2803,"MAFL","Football - Men","P","Participated",NULL,NULL
2803,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2806,"MAFL","Football - Men","P","Participated",NULL,NULL
2806,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2808,"MACC","Crew - Men","P","Participated",NULL,NULL
2808,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2814,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
2840,"MABB","Basketball - Men","P","Participated",NULL,NULL
2840,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2840,"MAFL","Football - Men","P","Participated",NULL,NULL
2840,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2846,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2846,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2873,"MATN","Tennis - Men","P","Participated",NULL,NULL
2873,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2874,"MABB","Basketball - Men","P","Participated",NULL,NULL
2874,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2880,"MASO","Soccer - Men","P","Participated",NULL,NULL
2880,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2887,"MAGY","Gymnastics - Men","P","Participated",NULL,NULL
2887,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2925,"MAWP","Water Polo - Men","P","Participated","1962-01-01 00:00:00","1963-12-31 00:00:00"
2925,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
2925,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2935,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2935,"MATL","Track & Field - Men","P","Participated",NULL,NULL
2939,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2939,"MAFL","Football - Men","P","Participated",NULL,NULL
2955,"MARU","Rugby - Men","P","Participated",NULL,NULL
2955,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2976,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2976,"MACC","Crew - Men","P","Participated",NULL,NULL
2981,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
2981,"MATN","Tennis - Men","P","Participated",NULL,NULL
3018,"MAFL","Football - Men","P","Participated",NULL,NULL
3018,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3023,"MABS","Baseball - Men","P","Participated",NULL,NULL
3023,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3026,"MABS","Baseball - Men","P","Participated",NULL,NULL
3026,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3036,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3036,"MAFL","Football - Men","P","Participated",NULL,NULL
3068,"MAFL","Football - Men","P","Participated",NULL,NULL
3068,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3071,"MAFL","Football - Men","P","Participated",NULL,NULL
3071,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3089,"MAFL","Football - Men","P","Participated",NULL,NULL
3089,"MARU","Rugby - Men","P","Participated",NULL,NULL
3089,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3092,"MASO","Soccer - Men","P","Participated",NULL,NULL
3092,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3099,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
3099,"MATL","Track & Field - Men","P","Participated",NULL,NULL
3150,"ICA","Intercollegiate Athlete","P","Participated",NULL,"1959-01-01 00:00:00"
3150,"MACC","Crew - Men","P","Participated",NULL,"1959-01-01 00:00:00"
3194,"MABB","Basketball - Men","P","Participated",NULL,NULL
3194,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
