"entity_id","awd_honor_code","awd_honor_desc","awd_honor_dt"
941424,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
941441,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
941458,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
941458,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
941494,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
941515,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
941541,"COS","Cal Opportunity Scholarship Recipient","2008-08-01 00:00:00"
941541,"ZFI","UA Zaffaroni Scholarship","2010-08-01 00:00:00"
941544,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
941586,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
941671,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
941922,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
941955,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
941967,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
941978,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
941993,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942004,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942028,"IAS","Incentive Awards Scholar. Recipient","2008-08-01 00:00:00"
942028,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942061,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942091,"PBK","Phi Beta Kappa","2014-04-15 00:00:00"
942169,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
942189,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942214,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
942246,"CAL","CAA Leadership Award Scholar","2007-01-01 00:00:00"
942261,"CAL","CAA Leadership Award Scholar","2007-01-01 00:00:00"
942301,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942344,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
942344,"CAL","CAA Leadership Award Scholar","2007-01-01 00:00:00"
942350,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
942362,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942467,"OTH","Other Award","2015-04-01 00:00:00"
942524,"PBK","Phi Beta Kappa","2013-10-31 00:00:00"
942527,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
942562,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942580,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
942581,"PBK","Phi Beta Kappa","2012-02-01 00:00:00"
942618,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
942630,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
942683,"PBK","Phi Beta Kappa","2013-07-30 00:00:00"
942701,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
942755,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
942781,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
942879,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
942953,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943205,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
943280,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
943298,"PBK","Phi Beta Kappa","2013-11-26 00:00:00"
943366,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
943376,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
943423,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
943423,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943496,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
943542,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
943578,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943578,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943597,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
943606,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943606,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943613,"PBK","Phi Beta Kappa","2012-02-01 00:00:00"
943633,"COS","Cal Opportunity Scholarship Recipient","2008-08-01 00:00:00"
943635,"IAS","Incentive Awards Scholar. Recipient","2008-08-01 00:00:00"
943653,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943671,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943714,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
943714,"PBK","Phi Beta Kappa","2012-01-01 00:00:00"
943726,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
943736,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
943747,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943793,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943802,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
943815,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943823,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
943866,"PBK","Phi Beta Kappa","2013-02-01 00:00:00"
943866,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
943869,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
943886,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943903,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943912,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943946,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
943990,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944044,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
944056,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944101,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944155,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944191,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
944218,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944268,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944315,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944315,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
944336,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944339,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944490,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
944490,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944512,"IAS","Incentive Awards Scholar. Recipient","2009-01-01 00:00:00"
944513,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944524,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
944528,"PBK","Phi Beta Kappa","2013-06-04 00:00:00"
944529,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944573,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944589,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944641,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944641,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
944644,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944665,"CAL","CAA Leadership Award Scholar","2012-08-27 00:00:00"
944665,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
944742,"CAL","CAA Leadership Award Scholar","2009-01-01 00:00:00"
944770,"PBK","Phi Beta Kappa","2013-12-03 00:00:00"
944781,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
944784,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944804,"AMI","UA Anselmo Maachi Scholarship","2008-08-01 00:00:00"
944813,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
944823,"PBK","Phi Beta Kappa","2012-02-01 00:00:00"
944868,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
944909,"PBK","Phi Beta Kappa","2011-07-01 00:00:00"
944912,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
945005,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
945005,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
945020,"IAS","Incentive Awards Scholar. Recipient","2008-08-01 00:00:00"
945034,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
945184,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945232,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
945284,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945325,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945342,"PBK","Phi Beta Kappa","2012-07-01 00:00:00"
945366,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
945373,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945526,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
945599,"WLB","UA Wollenberg Scholarship","2009-08-01 00:00:00"
945599,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
945657,"RCS","Regents'/Chancellor's Scholar Recipient","2010-08-01 00:00:00"
945692,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
945718,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
945768,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945789,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
945789,"CAL","CAA Leadership Award Scholar","2012-11-09 00:00:00"
945946,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
945993,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
945994,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
946050,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
946086,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
946086,"SME","UA S M Ehrman Scholarship","2008-08-01 00:00:00"
946094,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
946122,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
946140,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
946188,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
946230,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
946448,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
946453,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
946476,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
946507,"IAS","Incentive Awards Scholar. Recipient","2009-01-01 00:00:00"
946543,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
946581,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
946587,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
946718,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
946748,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
947133,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
947421,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
947526,"WLB","UA Wollenberg Scholarship","2005-08-01 00:00:00"
947545,"IAS","Incentive Awards Scholar. Recipient",NULL
947578,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
947593,"RCS","Regents'/Chancellor's Scholar Recipient","2006-08-01 00:00:00"
947608,"RCS","Regents'/Chancellor's Scholar Recipient","2006-08-01 00:00:00"
947942,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
948131,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
948134,"CAL","CAA Leadership Award Scholar","2012-08-27 00:00:00"
948165,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
948210,"PBK","Phi Beta Kappa","2015-07-07 00:00:00"
948430,"LVS","UA Levi Strauss Scholarship","2008-08-01 00:00:00"
948647,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
949089,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
949144,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
949372,"IAS","Incentive Awards Scholar. Recipient","2008-08-01 00:00:00"
949636,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
949782,"WLB","UA Wollenberg Scholarship","2010-08-01 00:00:00"
949903,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
950147,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
950267,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
950696,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
950696,"LVS","UA Levi Strauss Scholarship","2009-08-01 00:00:00"
950728,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
950799,"UFY","UCBF Young Bear Award","2012-01-01 00:00:00"
950801,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
950811,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
950858,"CAL","CAA Leadership Award Scholar","2012-08-27 00:00:00"
950920,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
950941,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
950998,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
951060,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
951232,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
951263,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
951399,"PBK","Phi Beta Kappa","2013-01-01 00:00:00"
951422,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
951422,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
951460,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
951493,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
951513,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
951569,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
951572,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
951641,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
951641,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
951716,"PBK","Phi Beta Kappa","2012-02-01 00:00:00"
951725,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
951787,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
951940,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
951995,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
951996,"WLB","UA Wollenberg Scholarship","2006-08-01 00:00:00"
952010,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
952066,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
952074,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
952077,"PBK","Phi Beta Kappa","2012-05-31 00:00:00"
952350,"COS","Cal Opportunity Scholarship Recipient","2003-08-01 00:00:00"
952725,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
952900,"BUS","BU Haas Students Always","2016-04-29 00:00:00"
952904,"BUS","BU Haas Students Always","2016-04-29 00:00:00"
952904,"BUC","BU Haas Confidence without Attitude Awd","2016-04-29 00:00:00"
952904,"BUY","BU Haas Beyond Yourself","2016-04-29 00:00:00"
952932,"BUC","BU Haas Confidence without Attitude Awd","2016-04-29 00:00:00"
952953,"BUQ","BU Haas Question the Status Quo Awd","2016-04-29 00:00:00"
953028,"LVS","UA Levi Strauss Scholarship","2007-08-01 00:00:00"
953075,"BUQ","BU Haas Question the Status Quo Awd","2016-04-29 00:00:00"
953098,"BUE","BU Haas Board Fellow Exc Award","2011-05-13 00:00:00"
953198,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
953511,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
953545,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
953694,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
953766,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
953844,"BUE","BU Haas Board Fellow Exc Award","2010-05-14 00:00:00"
954041,"CAM","Mark Bingham Young Alumnus/a Excellence","2013-01-01 00:00:00"
954148,"BUE","BU Haas Board Fellow Exc Award","2013-01-01 00:00:00"
954157,"LWO","Order of the Coif","2016-10-11 00:00:00"
954288,"RCS","Regents'/Chancellor's Scholar Recipient","1997-08-01 00:00:00"
954307,"JWL","UA Jean C Witter Liberty Schlr","1997-08-01 00:00:00"
954348,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
954368,"CAL","CAA Leadership Award Scholar",NULL
954387,"EJA","Equal Justice America Summer Fellowship","2009-06-01 00:00:00"
954580,"LWO","Order of the Coif","2016-10-11 00:00:00"
954613,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
954646,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
954656,"UMR","University Medal Recipient",NULL
954975,"CHC","Chancellor's Community Service Award",NULL
955043,"BUE","BU Haas Board Fellow Exc Award","2013-01-01 00:00:00"
955120,"LVS","UA Levi Strauss Scholarship","2005-08-01 00:00:00"
955120,"IAS","Incentive Awards Scholar. Recipient","2002-08-01 00:00:00"
955120,"COS","Cal Opportunity Scholarship Recipient","2002-08-01 00:00:00"
955121,"WLB","UA Wollenberg Scholarship","2002-08-01 00:00:00"
955136,"LWO","Order of the Coif","2016-10-11 00:00:00"
955237,"COS","Cal Opportunity Scholarship Recipient","2002-08-01 00:00:00"
955314,"WLB","UA Wollenberg Scholarship","2006-08-01 00:00:00"
955509,"OTH","Other Award",NULL
955546,"AMI","UA Anselmo Maachi Scholarship","2004-08-01 00:00:00"
955546,"RCS","Regents'/Chancellor's Scholar Recipient","2003-08-01 00:00:00"
955787,"PBK","Phi Beta Kappa","2013-04-01 00:00:00"
955842,"RCS","Regents'/Chancellor's Scholar Recipient","2007-08-01 00:00:00"
955842,"WAH","UA Walter A Haas Scholarship","2008-08-01 00:00:00"
955848,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
955916,"IAS","Incentive Awards Scholar. Recipient",NULL
956052,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
956130,"PBK","Phi Beta Kappa",NULL
956135,"IAS","Incentive Awards Scholar. Recipient",NULL
956135,"COS","Cal Opportunity Scholarship Recipient","2004-08-01 00:00:00"
956170,"PBK","Phi Beta Kappa",NULL
956178,"COS","Cal Opportunity Scholarship Recipient","2004-08-01 00:00:00"
956514,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
956542,"PBK","Phi Beta Kappa",NULL
956551,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
956577,"IAS","Incentive Awards Scholar. Recipient",NULL
956604,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
956642,"IDE","IDEAL Scholarship Recipient",NULL
956727,"RCS","Regents'/Chancellor's Scholar Recipient","2008-08-01 00:00:00"
956841,"IAS","Incentive Awards Scholar. Recipient",NULL
956957,"RCS","Regents'/Chancellor's Scholar Recipient","2005-08-01 00:00:00"
956961,"IAS","Incentive Awards Scholar. Recipient",NULL
956984,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
956996,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
957023,"RCS","Regents'/Chancellor's Scholar Recipient","2005-08-01 00:00:00"
957028,"IAS","Incentive Awards Scholar. Recipient",NULL
957036,"RCS","Regents'/Chancellor's Scholar Recipient","2005-08-01 00:00:00"
957040,"RCS","Regents'/Chancellor's Scholar Recipient","2005-08-01 00:00:00"
957208,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
957218,"COS","Cal Opportunity Scholarship Recipient","2005-08-01 00:00:00"
957218,"SXF","UA Selix Family Scholarship","2005-08-01 00:00:00"
957231,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
957234,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
957467,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
957497,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
957542,"IAS","Incentive Awards Scholar. Recipient",NULL
957685,"RCS","Regents'/Chancellor's Scholar Recipient","2006-08-01 00:00:00"
957804,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
957809,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
957809,"PBK","Phi Beta Kappa","2016-05-05 00:00:00"
957844,"AEN","UA Albert Ehrman Scholarship","2006-08-01 00:00:00"
957844,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
957976,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
958019,"IAS","Incentive Awards Scholar. Recipient","2010-01-01 00:00:00"
958056,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
958076,"COS","Cal Opportunity Scholarship Recipient","2006-08-01 00:00:00"
958173,"IAS","Incentive Awards Scholar. Recipient",NULL
958184,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
958191,"IAS","Incentive Awards Scholar. Recipient",NULL
958243,"RCS","Regents'/Chancellor's Scholar Recipient","2006-08-01 00:00:00"
958243,"WLB","UA Wollenberg Scholarship","2007-08-01 00:00:00"
958243,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
958287,"PBK","Phi Beta Kappa",NULL
958306,"IAS","Incentive Awards Scholar. Recipient","2010-01-01 00:00:00"
958352,"WLB","UA Wollenberg Scholarship","2007-08-01 00:00:00"
958352,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
958364,"IAS","Incentive Awards Scholar. Recipient","2010-01-01 00:00:00"
958368,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
958665,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
958875,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
958928,"RCS","Regents'/Chancellor's Scholar Recipient","2006-08-01 00:00:00"
958942,"PBK","Phi Beta Kappa",NULL
958980,"IGF","Robert Matsui Undergraduate Fellow",NULL
959277,"LWO","Order of the Coif","2016-10-11 00:00:00"
959409,"AMI","UA Anselmo Maachi Scholarship","2008-08-01 00:00:00"
959465,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
959490,"RCS","Regents'/Chancellor's Scholar Recipient","2007-08-01 00:00:00"
959505,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
959505,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
959550,"AMI","UA Anselmo Maachi Scholarship","2010-08-01 00:00:00"
959550,"RCS","Regents'/Chancellor's Scholar Recipient","2007-08-01 00:00:00"
959554,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
959594,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
959626,"PBK","Phi Beta Kappa","2011-05-31 00:00:00"
959626,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
959626,"LVS","UA Levi Strauss Scholarship","2009-08-01 00:00:00"
959627,"IAS","Incentive Awards Scholar. Recipient","2007-08-01 00:00:00"
959627,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
959629,"IAS","Incentive Awards Scholar. Recipient","2011-05-13 00:00:00"
959629,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
959697,"HRC","Human Rights Center Fellowship","2019-01-01 00:00:00"
959818,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
959818,"AMI","UA Anselmo Maachi Scholarship","2007-08-01 00:00:00"
959829,"CAL","CAA Leadership Award Scholar","2012-04-04 00:00:00"
959905,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
959991,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
960000,"AMI","UA Anselmo Maachi Scholarship","2008-08-01 00:00:00"
960033,"WAH","UA Walter A Haas Scholarship","2007-08-01 00:00:00"
960033,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
960074,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
960085,"WLB","UA Wollenberg Scholarship","2007-08-01 00:00:00"
960113,"IGM","Mike Synar Research Fellowship","2012-02-10 00:00:00"
960113,"CAM","Mark Bingham Young Alumnus/a Excellence","2018-05-10 00:00:00"
960340,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
960340,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960342,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960342,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
960430,"IAS","Incentive Awards Scholar. Recipient","2011-05-13 00:00:00"
960433,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
960435,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960448,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960468,"RCS","Regents'/Chancellor's Scholar Recipient","2008-01-01 00:00:00"
960468,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
960470,"AMI","UA Anselmo Maachi Scholarship","2007-08-01 00:00:00"
960493,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
960493,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960525,"LPH","Library Prize for Und Res-Hon Mntn","2009-01-01 00:00:00"
960558,"IAS","Incentive Awards Scholar. Recipient","2011-05-13 00:00:00"
960558,"COS","Cal Opportunity Scholarship Recipient","2008-01-01 00:00:00"
960561,"IAS","Incentive Awards Scholar. Recipient","2007-08-01 00:00:00"
960597,"RCS","Regents'/Chancellor's Scholar Recipient","2007-08-01 00:00:00"
960603,"PBK","Phi Beta Kappa","2011-07-01 00:00:00"
960839,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960849,"IAS","Incentive Awards Scholar. Recipient","2007-08-01 00:00:00"
960907,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
960925,"WLB","UA Wollenberg Scholarship","2007-08-01 00:00:00"
960925,"WLB","UA Wollenberg Scholarship","2008-08-01 00:00:00"
960934,"UEG","George A Miller Scholar","2007-01-01 00:00:00"
960962,"LVS","UA Levi Strauss Scholarship","2007-08-01 00:00:00"
960975,"AMI","UA Anselmo Maachi Scholarship","2008-08-01 00:00:00"
961017,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
961074,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
961074,"CAL","CAA Leadership Award Scholar","2007-08-01 00:00:00"
961163,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
961206,"LVS","UA Levi Strauss Scholarship","2007-08-01 00:00:00"
961337,"OTH","Other Award","2016-02-23 00:00:00"
961519,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
961558,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
961558,"CAL","CAA Leadership Award Scholar","2012-08-27 00:00:00"
961561,"CAL","CAA Leadership Award Scholar","2012-11-08 00:00:00"
961568,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
961576,"PBK","Phi Beta Kappa","2010-05-31 00:00:00"
961625,"SEN","UA Sidney Ehrman Scholarship","2007-08-01 00:00:00"
961625,"SHE","UA Sidney Hellman Scholarship","2007-08-01 00:00:00"
961667,"CAS","CAA Achievement Award Scholar","2011-05-31 00:00:00"
