"entity_id","awd_honor_code","awd_honor_desc","awd_honor_dt"
7,"PBK","Phi Beta Kappa",NULL
16,"CAL","CAA Leadership Award Scholar",NULL
32,"PBK","Phi Beta Kappa",NULL
32,"CAL","CAA Leadership Award Scholar",NULL
46,"PBK","Phi Beta Kappa",NULL
48,"PBK","Phi Beta Kappa",NULL
57,"ENA","Distinguished Engr Alumni Award",NULL
93,"CAL","CAA Leadership Award Scholar",NULL
97,"PBK","Phi Beta Kappa",NULL
100,"PBK","Phi Beta Kappa",NULL
113,"BMA","Berkeley Medal Recipient",NULL
113,"ACK","Clark Kerr Award",NULL
113,"CAA","Alumnus/a of the Year Award",NULL
174,"PBK","Phi Beta Kappa",NULL
224,"OTH","Other Award",NULL
224,"CAA","Alumnus/a of the Year Award",NULL
224,"CAE","CAA Excellence in Achievement Award",NULL
239,"PBK","Phi Beta Kappa",NULL
246,"PBK","Phi Beta Kappa",NULL
269,"CAL","CAA Leadership Award Scholar",NULL
275,"CAX","CAA Excellence in Service Award",NULL
298,"CAL","CAA Leadership Award Scholar",NULL
322,"PBK","Phi Beta Kappa",NULL
330,"CAC","CAA Alumni Citation",NULL
331,"LWO","Order of the Coif","2016-10-11 00:00:00"
345,"PBK","Phi Beta Kappa",NULL
370,"OTH","Other Award","2014-09-27 00:00:00"
376,"PBK","Phi Beta Kappa",NULL
380,"CAA","Alumnus/a of the Year Award",NULL
388,"CAL","CAA Leadership Award Scholar",NULL
430,"BCA","Berkeley Citation Award",NULL
430,"CAC","CAA Alumni Citation",NULL
451,"PBK","Phi Beta Kappa",NULL
465,"PBK","Phi Beta Kappa",NULL
467,"BUB","Haas Business Leader of the Year","1972-07-01 00:00:00"
467,"CAA","Alumnus/a of the Year Award",NULL
467,"PBK","Phi Beta Kappa",NULL
472,"BMA","Berkeley Medal Recipient",NULL
472,"ACK","Clark Kerr Award",NULL
472,"BCA","Berkeley Citation Award",NULL
472,"PBK","Phi Beta Kappa",NULL
472,"CAA","Alumnus/a of the Year Award",NULL
472,"OTH","Other Award","2011-03-24 00:00:00"
493,"PBK","Phi Beta Kappa",NULL
495,"LWC","Boalt Law School Citation Award",NULL
495,"BCA","Berkeley Citation Award",NULL
495,"CAE","CAA Excellence in Achievement Award",NULL
495,"CAA","Alumnus/a of the Year Award",NULL
495,"PBK","Phi Beta Kappa",NULL
495,"LWC","Boalt Law School Citation Award","1972-05-01 00:00:00"
496,"CAA","Alumnus/a of the Year Award",NULL
496,"OTH","Other Award","2011-03-24 00:00:00"
513,"RSA","Regents' Scholar-Aid Recipient",NULL
513,"PBK","Phi Beta Kappa",NULL
517,"WOA","Wheeler Oak Award Recipient",NULL
517,"CAX","CAA Excellence in Service Award",NULL
517,"TRC","Trustees' Citation",NULL
517,"WOA","Wheeler Oak Award Recipient","2004-01-12 00:00:00"
534,"PBK","Phi Beta Kappa",NULL
536,"PBK","Phi Beta Kappa",NULL
569,"PBK","Phi Beta Kappa",NULL
603,"BUN","Haas Public Service Award Nominee",NULL
603,"CAC","CAA Alumni Citation",NULL
607,"CAL","CAA Leadership Award Scholar",NULL
615,"PBK","Phi Beta Kappa",NULL
616,"ENA","Distinguished Engr Alumni Award",NULL
616,"BUN","Haas Public Service Award Nominee",NULL
616,"WOA","Wheeler Oak Award Recipient",NULL
619,"PBK","Phi Beta Kappa",NULL
620,"PBK","Phi Beta Kappa",NULL
627,"PBK","Phi Beta Kappa",NULL
647,"LWO","Order of the Coif","2016-10-11 00:00:00"
653,"BCA","Berkeley Citation Award",NULL
658,"LWC","Boalt Law School Citation Award",NULL
658,"PBK","Phi Beta Kappa",NULL
658,"LWO","Order of the Coif","2016-10-11 00:00:00"
658,"LWC","Boalt Law School Citation Award","1997-05-01 00:00:00"
660,"CAC","CAA Alumni Citation",NULL
661,"CAC","CAA Alumni Citation",NULL
700,"PBK","Phi Beta Kappa",NULL
703,"LWO","Order of the Coif","2016-10-11 00:00:00"
724,"LWO","Order of the Coif","2016-10-11 00:00:00"
729,"PBK","Phi Beta Kappa",NULL
748,"CAC","CAA Alumni Citation",NULL
757,"CAL","CAA Leadership Award Scholar",NULL
787,"PBK","Phi Beta Kappa",NULL
789,"PBK","Phi Beta Kappa",NULL
802,"CAL","CAA Leadership Award Scholar",NULL
846,"CAL","CAA Leadership Award Scholar",NULL
847,"LWO","Order of the Coif","2016-10-11 00:00:00"
884,"CAX","CAA Excellence in Service Award",NULL
885,"CAX","CAA Excellence in Service Award",NULL
900,"LWO","Order of the Coif","2016-10-11 00:00:00"
917,"PBK","Phi Beta Kappa",NULL
962,"BCA","Berkeley Citation Award",NULL
968,"CAL","CAA Leadership Award Scholar",NULL
981,"PBK","Phi Beta Kappa",NULL
981,"CAL","CAA Leadership Award Scholar",NULL
982,"PBK","Phi Beta Kappa",NULL
986,"PBK","Phi Beta Kappa",NULL
998,"CAL","CAA Leadership Award Scholar",NULL
999,"PBK","Phi Beta Kappa",NULL
1002,"PBK","Phi Beta Kappa",NULL
1006,"BCA","Berkeley Citation Award","2017-06-15 00:00:00"
1006,"WOA","Wheeler Oak Award Recipient","2009-01-01 00:00:00"
1006,"WOA","Wheeler Oak Award Recipient","1985-01-01 00:00:00"
1006,"WOA","Wheeler Oak Award Recipient",NULL
1012,"PBK","Phi Beta Kappa",NULL
1015,"UHI","Elise & Walter A Haas Int'l Award","2012-01-01 00:00:00"
1015,"ACK","Clark Kerr Award",NULL
1015,"BCA","Berkeley Citation Award",NULL
1015,"WOA","Wheeler Oak Award Recipient",NULL
1015,"NOB","Nobel Prize","2011-03-03 00:00:00"
1015,"CAA","Alumnus/a of the Year Award",NULL
1018,"CAC","CAA Alumni Citation",NULL
1047,"CAC","CAA Alumni Citation",NULL
1065,"LWO","Order of the Coif","2016-10-11 00:00:00"
1075,"XNA","National Academy of Engineering (NAE)","1982-01-01 00:00:00"
1075,"ENA","Distinguished Engr Alumni Award",NULL
1075,"BCA","Berkeley Citation Award",NULL
1077,"LWO","Order of the Coif","2016-10-11 00:00:00"
1084,"CAX","CAA Excellence in Service Award",NULL
1087,"PBK","Phi Beta Kappa",NULL
1087,"CAC","CAA Alumni Citation",NULL
1126,"PBK","Phi Beta Kappa",NULL
1127,"PBK","Phi Beta Kappa",NULL
1129,"CAL","CAA Leadership Award Scholar",NULL
1135,"PBK","Phi Beta Kappa",NULL
1137,"PBK","Phi Beta Kappa",NULL
1156,"PBK","Phi Beta Kappa",NULL
1159,"WOA","Wheeler Oak Award Recipient",NULL
1159,"CAC","CAA Alumni Citation",NULL
1159,"CAL","CAA Leadership Award Scholar",NULL
1163,"RSA","Regents' Scholar-Aid Recipient",NULL
1164,"OHF","School of Optometry Hall of Fame",NULL
1164,"OAY","Optometry Alumnus of the Year","1983-09-01 00:00:00"
1197,"PBK","Phi Beta Kappa",NULL
1207,"CAX","CAA Excellence in Service Award","2013-01-01 00:00:00"
1209,"PBK","Phi Beta Kappa",NULL
1214,"TRC","Trustees' Citation",NULL
1214,"PBK","Phi Beta Kappa",NULL
1214,"CAC","CAA Alumni Citation",NULL
1229,"XNA","National Academy of Engineering (NAE)","1974-01-01 00:00:00"
1229,"PBK","Phi Beta Kappa",NULL
1238,"PBK","Phi Beta Kappa",NULL
1238,"CAL","CAA Leadership Award Scholar",NULL
1244,"WCE","Wiskocil Award in Civil Engineering","1954-01-01 00:00:00"
1252,"PBK","Phi Beta Kappa",NULL
1261,"PBK","Phi Beta Kappa",NULL
1262,"PBK","Phi Beta Kappa",NULL
1262,"CAL","CAA Leadership Award Scholar",NULL
1291,"UHI","Elise & Walter A Haas Int'l Award",NULL
1291,"ACK","Clark Kerr Award",NULL
1293,"PBK","Phi Beta Kappa",NULL
1306,"WOA","Wheeler Oak Award Recipient",NULL
1306,"CAL","CAA Leadership Award Scholar",NULL
1306,"SVA","Spirit of 1868 Volunteer Award","2018-10-12 00:00:00"
1306,"GDB","Berkeley Fellowship Recipient",NULL
1313,"PBK","Phi Beta Kappa",NULL
1315,"PBK","Phi Beta Kappa",NULL
1335,"PBK","Phi Beta Kappa",NULL
1340,"CAL","CAA Leadership Award Scholar",NULL
1350,"ADA","EN CE Acad of Distinguish Alumni","2014-09-02 00:00:00"
1350,"XNA","National Academy of Engineering (NAE)","1992-11-20 00:00:00"
1350,"ENA","Distinguished Engr Alumni Award",NULL
1350,"CAA","Alumnus/a of the Year Award",NULL
1350,"NMS","National Medal of Science","1992-11-20 00:00:00"
1362,"PBK","Phi Beta Kappa",NULL
1367,"CAL","CAA Leadership Award Scholar",NULL
1379,"PBK","Phi Beta Kappa",NULL
1381,"TRC","Trustees' Citation",NULL
1407,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
1407,"CAC","CAA Alumni Citation",NULL
1411,"CAL","CAA Leadership Award Scholar",NULL
1412,"BCA","Berkeley Citation Award",NULL
1432,"CAL","CAA Leadership Award Scholar",NULL
1445,"PBK","Phi Beta Kappa",NULL
1447,"PBK","Phi Beta Kappa",NULL
1450,"LWO","Order of the Coif","2016-10-11 00:00:00"
1459,"PBK","Phi Beta Kappa",NULL
1461,"PUL","Pulitzer Prize","2011-03-10 00:00:00"
1461,"CAT","CAA Distinguished Teaching Award",NULL
1511,"PBK","Phi Beta Kappa",NULL
1511,"CAL","CAA Leadership Award Scholar",NULL
1514,"PBK","Phi Beta Kappa",NULL
1516,"CAL","CAA Leadership Award Scholar",NULL
1518,"CAL","CAA Leadership Award Scholar",NULL
1520,"PBK","Phi Beta Kappa",NULL
1557,"PBK","Phi Beta Kappa",NULL
1557,"CAL","CAA Leadership Award Scholar",NULL
1573,"PBK","Phi Beta Kappa",NULL
1580,"PBK","Phi Beta Kappa",NULL
1581,"CAX","CAA Excellence in Service Award","2013-01-01 00:00:00"
1581,"BUN","Haas Public Service Award Nominee",NULL
1581,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
1581,"WOA","Wheeler Oak Award Recipient",NULL
1581,"TRC","Trustees' Citation",NULL
1592,"TRC","Trustees' Citation",NULL
1609,"LDS","BerkeleyLaw Distinguished Service Award","1992-01-01 00:00:00"
1620,"CAL","CAA Leadership Award Scholar",NULL
1627,"PBK","Phi Beta Kappa",NULL
1630,"PBK","Phi Beta Kappa",NULL
1631,"PBK","Phi Beta Kappa",NULL
1633,"CAT","CAA Distinguished Teaching Award",NULL
1673,"PBK","Phi Beta Kappa",NULL
1682,"CAL","CAA Leadership Award Scholar",NULL
1686,"ENA","Distinguished Engr Alumni Award",NULL
1686,"PBK","Phi Beta Kappa",NULL
1689,"PBK","Phi Beta Kappa",NULL
1718,"TRC","Trustees' Citation",NULL
1721,"ENA","Distinguished Engr Alumni Award",NULL
1721,"WOA","Wheeler Oak Award Recipient",NULL
1721,"UMR","University Medal Recipient",NULL
1721,"PBK","Phi Beta Kappa",NULL
1727,"BUN","Haas Public Service Award Nominee",NULL
1727,"CHC","Chancellor's Community Service Award",NULL
1762,"ENA","Distinguished Engr Alumni Award",NULL
1762,"PBK","Phi Beta Kappa",NULL
1788,"CAT","CAA Distinguished Teaching Award",NULL
1788,"PBK","Phi Beta Kappa",NULL
1790,"CAL","CAA Leadership Award Scholar",NULL
1820,"LDS","BerkeleyLaw Distinguished Service Award","1994-01-01 00:00:00"
1830,"XNA","National Academy of Engineering (NAE)","2000-01-01 00:00:00"
1846,"PBK","Phi Beta Kappa",NULL
1860,"PBK","Phi Beta Kappa",NULL
1867,"PBK","Phi Beta Kappa",NULL
1868,"PBK","Phi Beta Kappa",NULL
1884,"CAL","CAA Leadership Award Scholar",NULL
1890,"PBK","Phi Beta Kappa",NULL
1898,"PBK","Phi Beta Kappa",NULL
1916,"LDS","BerkeleyLaw Distinguished Service Award","1990-01-01 00:00:00"
1916,"LWC","Boalt Law School Citation Award",NULL
1916,"LWC","Boalt Law School Citation Award","1992-05-01 00:00:00"
1932,"WOA","Wheeler Oak Award Recipient",NULL
1934,"CAC","CAA Alumni Citation",NULL
1938,"PBK","Phi Beta Kappa",NULL
1948,"PBK","Phi Beta Kappa",NULL
1955,"CAL","CAA Leadership Award Scholar",NULL
1958,"BUB","Haas Business Leader of the Year","1970-07-01 00:00:00"
1958,"BCA","Berkeley Citation Award",NULL
1958,"CAA","Alumnus/a of the Year Award",NULL
1965,"PBK","Phi Beta Kappa",NULL
1987,"PBK","Phi Beta Kappa",NULL
1994,"PBK","Phi Beta Kappa",NULL
2000,"XNA","National Academy of Engineering (NAE)",NULL
2000,"ENA","Distinguished Engr Alumni Award",NULL
2000,"PBK","Phi Beta Kappa",NULL
2009,"PBK","Phi Beta Kappa",NULL
2037,"CAL","CAA Leadership Award Scholar",NULL
2055,"CA1","CAA Rosalie M. Stern Award",NULL
2055,"CAL","CAA Leadership Award Scholar",NULL
2079,"PBK","Phi Beta Kappa",NULL
2089,"CAC","CAA Alumni Citation",NULL
2097,"LWO","Order of the Coif","2016-10-11 00:00:00"
2098,"BCA","Berkeley Citation Award",NULL
2104,"CAL","CAA Leadership Award Scholar",NULL
2109,"PBK","Phi Beta Kappa",NULL
2111,"CAL","CAA Leadership Award Scholar",NULL
2167,"PBK","Phi Beta Kappa",NULL
2169,"PBK","Phi Beta Kappa",NULL
2188,"PBK","Phi Beta Kappa",NULL
2206,"LWO","Order of the Coif","2016-10-11 00:00:00"
2206,"PBK","Phi Beta Kappa",NULL
2211,"PBK","Phi Beta Kappa",NULL
2213,"CAL","CAA Leadership Award Scholar",NULL
2221,"CAL","CAA Leadership Award Scholar",NULL
2235,"ENA","Distinguished Engr Alumni Award",NULL
2235,"BCA","Berkeley Citation Award",NULL
2236,"PBK","Phi Beta Kappa",NULL
2236,"CAL","CAA Leadership Award Scholar",NULL
2302,"TRC","Trustees' Citation",NULL
2310,"LWC","Boalt Law School Citation Award",NULL
2310,"LWC","Boalt Law School Citation Award","1980-05-01 00:00:00"
2316,"BCA","Berkeley Citation Award",NULL
2341,"PBK","Phi Beta Kappa",NULL
2379,"CAL","CAA Leadership Award Scholar",NULL
2391,"CAC","CAA Alumni Citation",NULL
2402,"RHO","Rhodes Scholarship",NULL
2402,"PBK","Phi Beta Kappa",NULL
2416,"BCA","Berkeley Citation Award",NULL
2416,"PBK","Phi Beta Kappa",NULL
2416,"CAC","CAA Alumni Citation",NULL
2416,"CAL","CAA Leadership Award Scholar",NULL
2474,"CAL","CAA Leadership Award Scholar",NULL
2501,"ENA","Distinguished Engr Alumni Award",NULL
2501,"CAA","Alumnus/a of the Year Award",NULL
2532,"CAC","CAA Alumni Citation",NULL
2541,"EDA","CED Distinguished Alumnus Award","2004-03-01 00:00:00"
2592,"ENA","Distinguished Engr Alumni Award",NULL
2592,"XNA","National Academy of Engineering (NAE)","1985-10-01 00:00:00"
2615,"CAE","CAA Excellence in Achievement Award","2013-01-01 00:00:00"
2617,"PBK","Phi Beta Kappa",NULL
2653,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
2691,"PBK","Phi Beta Kappa",NULL
2692,"PBK","Phi Beta Kappa",NULL
2704,"ENA","Distinguished Engr Alumni Award",NULL
2704,"CAA","Alumnus/a of the Year Award",NULL
2704,"PBK","Phi Beta Kappa",NULL
2704,"UMR","University Medal Recipient",NULL
2740,"BTC","BerkeleyLaw Trustee's Citation","2007-01-01 00:00:00"
2740,"NCL","Top 100 No. California Super Lawyers","2017-01-01 00:00:00"
2740,"TRC","Trustees' Citation",NULL
2740,"NCW","Top 50 Women No. Calif. Super Lawyers","2017-01-01 00:00:00"
2740,"WOA","Wheeler Oak Award Recipient","2011-02-14 00:00:00"
2763,"WHA","Winged Helmet Award",NULL
2763,"BCA","Berkeley Citation Award",NULL
2763,"PBK","Phi Beta Kappa",NULL
2763,"CAA","Alumnus/a of the Year Award",NULL
2766,"PBK","Phi Beta Kappa",NULL
2776,"WCE","Wiskocil Award in Civil Engineering","1955-01-01 00:00:00"
2807,"PBK","Phi Beta Kappa",NULL
2807,"LWO","Order of the Coif","2016-10-11 00:00:00"
2848,"BUR","Raymond E Miles Award","1993-07-01 00:00:00"
2857,"OHF","School of Optometry Hall of Fame",NULL
2857,"OAY","Optometry Alumnus of the Year","1977-09-01 00:00:00"
2865,"WOA","Wheeler Oak Award Recipient",NULL
2873,"PBK","Phi Beta Kappa",NULL
2889,"LWO","Order of the Coif","2016-10-11 00:00:00"
2893,"BLA","Best Lawyers in America","2016-01-01 00:00:00"
2893,"LWO","Order of the Coif","2016-10-11 00:00:00"
2898,"CAL","CAA Leadership Award Scholar",NULL
2926,"PBK","Phi Beta Kappa",NULL
2926,"CAL","CAA Leadership Award Scholar",NULL
2936,"WOA","Wheeler Oak Award Recipient",NULL
2936,"TRC","Trustees' Citation",NULL
2981,"CAL","CAA Leadership Award Scholar",NULL
2997,"CAL","CAA Leadership Award Scholar",NULL
3002,"ADA","EN CE Acad of Distinguish Alumni","2012-11-01 00:00:00"
3002,"ENA","Distinguished Engr Alumni Award",NULL
3021,"TRC","Trustees' Citation",NULL
3026,"CAC","CAA Alumni Citation",NULL
3054,"PBK","Phi Beta Kappa",NULL
3119,"LWO","Order of the Coif","2016-10-11 00:00:00"
3121,"PBK","Phi Beta Kappa",NULL
3133,"WOA","Wheeler Oak Award Recipient","2011-12-31 00:00:00"
3133,"TRC","Trustees' Citation",NULL
3179,"CAL","CAA Leadership Award Scholar",NULL
3194,"CAC","CAA Alumni Citation",NULL
3206,"PBK","Phi Beta Kappa",NULL
3218,"CAL","CAA Leadership Award Scholar",NULL
3226,"CAC","CAA Alumni Citation",NULL
3227,"OTH","Other Award","2006-12-01 00:00:00"
3227,"OTH","Other Award",NULL
3227,"CAA","Alumnus/a of the Year Award",NULL
3229,"PBK","Phi Beta Kappa",NULL
3240,"PBK","Phi Beta Kappa",NULL
3253,"CAC","CAA Alumni Citation",NULL
3262,"WHA","Winged Helmet Award",NULL
3282,"PBK","Phi Beta Kappa",NULL
3283,"CAX","CAA Excellence in Service Award",NULL
3304,"PBK","Phi Beta Kappa",NULL
3332,"CAL","CAA Leadership Award Scholar",NULL
3364,"ENA","Distinguished Engr Alumni Award",NULL
3364,"BCA","Berkeley Citation Award",NULL
3364,"XNA","National Academy of Engineering (NAE)","1980-01-01 00:00:00"
3364,"ADA","EN CE Acad of Distinguish Alumni","2013-11-01 00:00:00"
3377,"CAL","CAA Leadership Award Scholar",NULL
3396,"PBK","Phi Beta Kappa",NULL
3406,"PBK","Phi Beta Kappa",NULL
3422,"CAE","CAA Excellence in Achievement Award",NULL
3422,"CAA","Alumnus/a of the Year Award",NULL
3422,"XNA","National Academy of Engineering (NAE)","1976-01-01 00:00:00"
3427,"WOA","Wheeler Oak Award Recipient",NULL
3440,"LWO","Order of the Coif","2016-10-11 00:00:00"
3446,"LWO","Order of the Coif","2016-10-11 00:00:00"
3456,"XNA","National Academy of Engineering (NAE)","1990-03-14 00:00:00"
3486,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
3490,"OAY","Optometry Alumnus of the Year","1959-09-01 00:00:00"
3490,"OHF","School of Optometry Hall of Fame",NULL
3490,"OAY","Optometry Alumnus of the Year","1953-09-01 00:00:00"
3490,"BCA","Berkeley Citation Award",NULL
3513,"PBK","Phi Beta Kappa",NULL
3545,"TRC","Trustees' Citation",NULL
3552,"PBK","Phi Beta Kappa",NULL
3557,"TRC","Trustees' Citation",NULL
3569,"PBK","Phi Beta Kappa",NULL
3592,"PBK","Phi Beta Kappa",NULL
3599,"BCA","Berkeley Citation Award",NULL
3599,"PBK","Phi Beta Kappa",NULL
3618,"PBK","Phi Beta Kappa",NULL
3631,"CAC","CAA Alumni Citation",NULL
3635,"OTH","Other Award",NULL
3635,"OTH","Other Award",NULL
3635,"OTH","Other Award",NULL
3635,"OTH","Other Award",NULL
3635,"OTH","Other Award",NULL
3635,"XNA","National Academy of Engineering (NAE)","1988-01-01 00:00:00"
3635,"OTH","Other Award",NULL
3635,"CAE","CAA Excellence in Achievement Award",NULL
3635,"ENA","Distinguished Engr Alumni Award",NULL
3635,"OTH","Other Award",NULL
3635,"OTH","Other Award",NULL
3635,"BCA","Berkeley Citation Award",NULL
3643,"PBK","Phi Beta Kappa",NULL
3663,"CAL","CAA Leadership Award Scholar",NULL
3675,"PBK","Phi Beta Kappa",NULL
3679,"CAL","CAA Leadership Award Scholar",NULL
3699,"PBK","Phi Beta Kappa",NULL
3711,"PBK","Phi Beta Kappa",NULL
3722,"BCA","Berkeley Citation Award",NULL
3725,"CAL","CAA Leadership Award Scholar",NULL
3777,"PBK","Phi Beta Kappa",NULL
3821,"PBK","Phi Beta Kappa",NULL
3828,"CAA","Alumnus/a of the Year Award",NULL
3841,"PBK","Phi Beta Kappa",NULL
3845,"PBK","Phi Beta Kappa",NULL
3870,"BCA","Berkeley Citation Award",NULL
3870,"PBK","Phi Beta Kappa",NULL
3871,"BCA","Berkeley Citation Award",NULL
3871,"SWA","Social Welfare Alum of the Yr Award",NULL
3888,"CAL","CAA Leadership Award Scholar",NULL
3890,"PBK","Phi Beta Kappa",NULL
3923,"CAX","CAA Excellence in Service Award",NULL
3923,"SVA","Spirit of 1868 Volunteer Award","2016-09-30 00:00:00"
3923,"WOA","Wheeler Oak Award Recipient","1987-01-01 00:00:00"
3939,"CAL","CAA Leadership Award Scholar",NULL
3950,"PBK","Phi Beta Kappa",NULL
3957,"CAL","CAA Leadership Award Scholar",NULL
3976,"OAY","Optometry Alumnus of the Year","1978-09-01 00:00:00"
3976,"PBK","Phi Beta Kappa",NULL
3979,"CAL","CAA Leadership Award Scholar",NULL
4000,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
4000,"PBK","Phi Beta Kappa",NULL
4000,"LWO","Order of the Coif","2016-10-11 00:00:00"
4002,"BTC","BerkeleyLaw Trustee's Citation","1990-01-01 00:00:00"
4002,"TRC","Trustees' Citation",NULL
4003,"PBK","Phi Beta Kappa",NULL
4011,"WHA","Winged Helmet Award",NULL
4011,"TRC","Trustees' Citation",NULL
4014,"PBK","Phi Beta Kappa",NULL
4024,"PBK","Phi Beta Kappa",NULL
4024,"LWC","Boalt Law School Citation Award",NULL
4024,"LWC","Boalt Law School Citation Award","1978-05-01 00:00:00"
4028,"LWO","Order of the Coif","2016-10-11 00:00:00"
4032,"CAL","CAA Leadership Award Scholar",NULL
4039,"TRC","Trustees' Citation","2014-01-01 00:00:00"
4049,"PBK","Phi Beta Kappa",NULL
4059,"PBK","Phi Beta Kappa",NULL
4063,"TRC","Trustees' Citation",NULL
4071,"CAC","CAA Alumni Citation",NULL
4071,"CAL","CAA Leadership Award Scholar",NULL
4084,"PBK","Phi Beta Kappa",NULL
4106,"PBK","Phi Beta Kappa",NULL
4123,"BCA","Berkeley Citation Award",NULL
4123,"PBK","Phi Beta Kappa",NULL
4153,"PBK","Phi Beta Kappa",NULL
4184,"PBK","Phi Beta Kappa",NULL
4210,"PBK","Phi Beta Kappa",NULL
4210,"CAL","CAA Leadership Award Scholar",NULL
4212,"OLY","Olympic Gold Medal","2011-03-10 00:00:00"
4225,"ENA","Distinguished Engr Alumni Award",NULL
4254,"PBK","Phi Beta Kappa",NULL
4259,"CAL","CAA Leadership Award Scholar",NULL
4266,"CAL","CAA Leadership Award Scholar",NULL
4267,"PBK","Phi Beta Kappa",NULL
4267,"CAL","CAA Leadership Award Scholar",NULL
4278,"LWC","Boalt Law School Citation Award",NULL
4278,"LWC","Boalt Law School Citation Award","1992-05-01 00:00:00"
4299,"XNA","National Academy of Engineering (NAE)","1998-07-01 00:00:00"
4309,"CHA","Chancellor's Award",NULL
4309,"TRC","Trustees' Citation",NULL
4309,"PBK","Phi Beta Kappa",NULL
4309,"CAL","CAA Leadership Award Scholar",NULL
4309,"BUB","Haas Business Leader of the Year","2011-11-01 00:00:00"
4325,"WOA","Wheeler Oak Award Recipient",NULL
4330,"TRC","Trustees' Citation",NULL
4345,"CA1","CAA Rosalie M. Stern Award",NULL
4357,"CAL","CAA Leadership Award Scholar",NULL
4380,"ENA","Distinguished Engr Alumni Award",NULL
4393,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
4402,"ENA","Distinguished Engr Alumni Award",NULL
4402,"TRC","Trustees' Citation",NULL
4402,"CAC","CAA Alumni Citation",NULL
4410,"PBK","Phi Beta Kappa",NULL
4443,"XNA","National Academy of Engineering (NAE)","1988-01-27 00:00:00"
4455,"BCA","Berkeley Citation Award",NULL
4455,"CHA","Chancellor's Award",NULL
4455,"WOA","Wheeler Oak Award Recipient",NULL
4455,"TRC","Trustees' Citation",NULL
4455,"CAC","CAA Alumni Citation",NULL
4455,"ENA","Distinguished Engr Alumni Award",NULL
4457,"TRC","Trustees' Citation",NULL
4458,"PBK","Phi Beta Kappa",NULL
4485,"CA1","CAA Rosalie M. Stern Award",NULL
4489,"LWC","Boalt Law School Citation Award",NULL
4489,"LWC","Boalt Law School Citation Award","1981-05-01 00:00:00"
4493,"RHO","Rhodes Scholarship",NULL
4493,"PBK","Phi Beta Kappa",NULL
4504,"WOA","Wheeler Oak Award Recipient",NULL
4504,"CHA","Chancellor's Award",NULL
4509,"OAY","Optometry Alumnus of the Year","1984-09-01 00:00:00"
4517,"PBK","Phi Beta Kappa",NULL
4518,"CAL","CAA Leadership Award Scholar",NULL
4530,"WOA","Wheeler Oak Award Recipient",NULL
4536,"PBK","Phi Beta Kappa",NULL
4536,"WCE","Wiskocil Award in Civil Engineering","1960-01-01 00:00:00"
4537,"TRC","Trustees' Citation",NULL
4547,"CAL","CAA Leadership Award Scholar",NULL
4581,"PBK","Phi Beta Kappa",NULL
4600,"PBK","Phi Beta Kappa",NULL
4608,"CAL","CAA Leadership Award Scholar",NULL
4639,"PBK","Phi Beta Kappa",NULL
4655,"CAL","CAA Leadership Award Scholar",NULL
4656,"CAG","CAA Robert G. & Ida W. Sproul Award",NULL
4668,"PBK","Phi Beta Kappa",NULL
4683,"PBK","Phi Beta Kappa",NULL
4687,"XNA","National Academy of Engineering (NAE)","2004-01-01 00:00:00"
4687,"ADA","EN CE Acad of Distinguish Alumni","2015-10-08 00:00:00"
4699,"CAL","CAA Leadership Award Scholar",NULL
4717,"CAL","CAA Leadership Award Scholar",NULL
4730,"BCA","Berkeley Citation Award",NULL
4742,"XNA","National Academy of Engineering (NAE)","1992-11-20 00:00:00"
4742,"BCA","Berkeley Citation Award",NULL
4751,"CAL","CAA Leadership Award Scholar",NULL
4765,"PBK","Phi Beta Kappa",NULL
4766,"CAL","CAA Leadership Award Scholar",NULL
4810,"LWO","Order of the Coif","2016-10-11 00:00:00"
4814,"CAL","CAA Leadership Award Scholar",NULL
4822,"TRC","Trustees' Citation",NULL
4828,"OSC","Academy Award Oscar","2011-03-04 00:00:00"
4828,"CAE","CAA Excellence in Achievement Award",NULL
4853,"TRC","Trustees' Citation",NULL
4857,"PBK","Phi Beta Kappa",NULL
4874,"OAY","Optometry Alumnus of the Year","1981-09-01 00:00:00"
4876,"CAL","CAA Leadership Award Scholar",NULL
4889,"OTH","Other Award","2012-04-13 00:00:00"
4899,"ENA","Distinguished Engr Alumni Award",NULL
4922,"WOA","Wheeler Oak Award Recipient",NULL
4925,"PBK","Phi Beta Kappa",NULL
4944,"PBK","Phi Beta Kappa",NULL
4945,"OHF","School of Optometry Hall of Fame",NULL
4945,"OAY","Optometry Alumnus of the Year","1961-09-01 00:00:00"
4945,"PBK","Phi Beta Kappa",NULL
4951,"OAY","Optometry Alumnus of the Year","1976-09-01 00:00:00"
4958,"PBK","Phi Beta Kappa",NULL
4963,"CAL","CAA Leadership Award Scholar",NULL
4965,"PBK","Phi Beta Kappa",NULL
4967,"CA1","CAA Rosalie M. Stern Award",NULL
4976,"TRC","Trustees' Citation",NULL
4976,"CHA","Chancellor's Award",NULL
4976,"WOA","Wheeler Oak Award Recipient",NULL
4986,"PBK","Phi Beta Kappa",NULL
